0.352f338-0.311f128-0.31f105+0.294f442+0.294f472...,-0.423f453-0.422f493-0.334f281-0.333f433-0.332f153...,0.365f336+0.364f64+0.359f455-0.279f442-0.279f472...,'0.3  f241+0.299f475-0.286f28-0.286f451-0.286f318...','0.512f48+0.51 f378+0.196f455-0.19f318-0.189f28...',-0.151f312-0.142f322+0.125f498-0.115f138-0.114f481...,0.144f61-0.143f267+0.123f104-0.116f211+0.108f17...,'0.13 f489+0.126f141-0.121f278+0.118f228-0.112f268...',-0.139f250-0.128f339+0.117f165+0.116f486-0.116f195...,0.147f334+0.131f424+0.115f71-0.108f132+0.104f87...,-0.13f257-0.116f263+0.113f185-0.112f411-0.11f316...,-0.16f457-0.154f368+0.129f216-0.122f286+0.119f383...,-0.164f137-0.132f166+0.126f252-0.119f292+0.118f302...,0.133f117-0.116f147-0.114f383+0.111f84+0.111f50...,0.145f402-0.138f391-0.131f331-0.122f449-0.115f36...,-0.127f148+0.122f98+0.117f383+0.115f332+0.114f204...,-0.142f256+0.135f151-0.121f413-0.118f100-0.113f229...,-0.132f370+0.128f483-0.118f407+0.117f254+0.116f249...,-0.134f118+0.129f256-0.127f350-0.124f41+0.122f113...,-0.13f298-0.128f123+0.125f101+0.121f333+0.116f389...,-0.177f243-0.163f285+0.129f177-0.123f43-0.119f406...,'-0.124f496+0.12 f334+0.12 f139+0.113f435-0.108f328...',-0.16f70-0.124f283+0.123f188-0.121f137+0.117f467...,'-0.161f466+0.153f144+0.129f310+0.11 f365-0.106f499...',0.187f68+0.121f221-0.121f489-0.119f12-0.111f62...,0.153f183-0.145f136-0.135f355-0.134f163-0.127f3...,0.132f404+0.123f232+0.116f478-0.115f262-0.11f115...,'0.17 f484-0.14f168-0.129f307+0.129f49+0.12 f391...',-0.169f397-0.139f376+0.134f25-0.131f414+0.123f496...,-0.139f94+0.132f450+0.125f209+0.124f361-0.123f445...,-0.131f432+0.125f308+0.123f324-0.121f245+0.119f430...,0.143f452-0.13f445-0.121f385-0.12f82-0.113f386...,-0.156f356-0.143f417-0.134f421-0.126f492-0.122f344...,'-0.126f414-0.122f261+0.12 f162+0.118f429-0.115f57...',-0.163f129-0.129f314+0.121f152+0.115f164+0.114f106...,-0.142f275+0.137f8-0.132f313+0.128f42-0.114f206...,-0.158f149+0.136f116+0.136f51-0.134f171-0.122f165...,'-0.148f430+0.14 f381-0.129f223-0.128f276-0.125f96...',-0.147f407+0.137f429+0.126f361+0.123f11-0.12f199...,-0.177f448-0.169f233+0.136f236-0.13f409+0.129f26...,'0.144f461-0.132f311+0.12 f106-0.113f49-0.109f138...',0.158f181+0.119f175+0.116f163-0.116f80-0.115f280...,'0.15 f176+0.135f259+0.122f236-0.118f345-0.107f408...',-0.162f347+0.159f419+0.159f213+0.156f273+0.139f123...,-0.151f468-0.148f86+0.131f95+0.128f17-0.12f204...,'0.18 f218-0.135f100-0.125f406-0.121f146+0.119f39...',0.134f180+0.129f302+0.123f6+0.118f445+0.117f175...,-0.211f97-0.164f399-0.137f159+0.134f415-0.129f474...,-0.165f195-0.145f152+0.138f65-0.128f142-0.118f108...,-0.151f450+0.118f486-0.115f424+0.114f470+0.112f380...,-0.138f393-0.129f354+0.124f481+0.119f204-0.115f261...,'0.14 f456-0.136f189+0.136f4-0.123f8-0.121f143...',0.124f430+0.122f189-0.121f436+0.121f62-0.12f381...,0.161f483-0.149f171+0.128f471+0.126f213-0.123f441...,-0.121f119-0.12f24+0.116f315+0.113f446+0.113f454...,'0.144f377+0.132f296+0.13 f332+0.127f363+0.122f337...',0.168f157-0.128f252-0.126f445-0.124f214+0.124f470...,'-0.135f436-0.134f309+0.13 f459+0.115f452+0.113f122...','0.15 f201-0.124f396+0.118f308-0.115f21+0.114f496...',-0.145f377+0.128f91-0.127f465-0.124f394+0.121f379...,-0.137f260-0.134f238-0.122f257-0.118f334+0.118f68...,'-0.138f62-0.125f47-0.125f396+0.12 f371+0.118f176...',-0.139f103-0.134f142-0.131f118-0.129f212-0.124f466...,'-0.155f343-0.144f406-0.136f250+0.13 f377+0.123f454...','0.154f168-0.143f101-0.123f69-0.122f441+0.12 f160...',-0.134f437+0.118f420+0.108f278+0.108f285-0.107f458...,-0.134f246+0.124f93+0.117f76-0.113f71-0.112f224...,-0.132f54-0.129f332-0.121f402-0.12f440-0.119f449...,-0.131f428-0.13f78+0.126f38+0.121f199-0.119f174...,'-0.142f73+0.135f5-0.122f341+0.121f314+0.12 f47...','0.149f263+0.13 f193-0.12f461+0.113f73-0.11f345...',0.156f361+0.131f215+0.113f11+0.113f68-0.111f235...,0.145f449-0.129f428+0.123f178+0.123f401+0.121f196...,-0.137f325+0.132f317-0.126f11-0.125f401-0.121f186...,0.156f375-0.141f52+0.123f471+0.115f494-0.113f324...,-0.163f142-0.144f228-0.125f293-0.122f343-0.114f445...,-0.135f15-0.123f201-0.119f337+0.119f490-0.111f268...,0.161f484-0.151f294-0.122f305+0.117f139-0.114f310...,0.136f226+0.127f232-0.12f350-0.107f371-0.106f198...,'-0.127f321+0.12 f196+0.119f399+0.117f426-0.112f431...',label
0.781618,-2.611722,1.017844,0.770642,-0.167126,0.978091,1.504874,-1.727456,1.982698,0.156354,0.738913,0.300409,0.581396,-0.38086,-2.54759,1.124998,0.056465,-1.272929,-1.073333,1.331623,0.375677,1.228339,0.695192,1.567342,0.713726,0.308293,1.855912,1.291497,2.824955,0.186059,-0.772787,0.505271,-1.705775,-0.612952,-0.123769,-1.320316,-0.770705,0.766956,0.332097,-0.535873,1.718723,0.818543,-2.232691,-2.08109,1.826032,0.542713,0.129835,1.219322,-0.649451,0.361899,0.155354,1.147631,0.587139,-0.028737,1.491243,0.351627,0.044136,1.05874,0.254374,-0.676433,0.213067,3.016593,0.870639,-2.000142,0.727711,0.126994,0.467428,1.131874,0.876983,-0.366696,0.834101,1.774021,-0.522326,1.470866,-0.659264,-1.425587,0.586249,-0.262931,-0.832079,-0.909744,0
6.239591,1.575704,0.117795,-0.594162,-2.494781,-0.304415,1.613278,1.85728,1.022814,3.458892,1.068928,1.005619,-0.754491,1.480063,0.228479,2.564104,0.370416,0.320424,0.864851,-0.922014,3.828952,-1.904878,-0.731048,-1.788179,-0.63773,0.906938,1.264359,1.09854,2.627347,0.205154,1.189695,0.348863,1.660613,-0.694598,0.660325,0.459545,0.86825,2.740047,0.533006,0.974961,-0.422136,-0.138575,0.420112,-0.582301,-0.969769,1.633983,0.371874,-1.695385,0.298139,-0.96515,-0.677372,0.766016,-2.645381,2.068141,0.6414,-2.192706,1.087547,-0.329949,1.87601,0.041203,-3.144461,-0.430941,1.252991,-1.530056,-0.420172,0.033281,-0.046939,0.406136,-1.561918,0.328803,-1.68772,2.302226,-1.20307,2.185211,3.313116,1.306846,-0.822133,0.478282,-0.643211,0.456939,1
0.604931,1.472913,-2.772488,0.860124,-0.748608,0.878596,-0.598876,-0.227451,1.220729,0.867724,-1.825298,0.245636,0.709627,-1.213508,0.204626,2.030706,0.856024,-3.105354,0.248859,0.341015,-0.01556,1.920593,-0.97475,-0.151745,-2.205118,1.45576,-0.010109,1.533917,0.898351,-0.783135,5.170175,1.432616,1.686674,-0.292907,0.178149,-1.15611,0.058535,0.26163,-0.738597,-1.103265,-1.027398,1.247958,-1.446248,-0.30421,-1.125505,-0.900453,1.34075,0.071689,0.429496,-0.30368,-0.092888,-2.622637,-0.437484,2.884699,-1.393273,0.090937,1.494917,1.178771,-0.268976,0.245299,0.428559,1.181443,-0.455116,-1.296358,0.415234,-0.750721,1.750042,0.594784,1.992692,0.66904,0.864907,-0.587549,0.607263,-0.709045,0.73791,-0.077126,1.850857,1.189385,2.216328,0.475068,0
-0.672177,-1.328292,3.690371,0.413027,-2.601423,-2.690052,1.363201,0.605625,2.201075,0.169806,0.178758,-0.992863,1.901833,-0.242226,0.565572,1.01956,-1.777798,2.011165,-1.197315,-0.022674,0.717501,0.310449,0.041557,-1.525873,-0.318575,-1.000136,1.115757,2.124867,1.625979,0.654767,0.524148,0.584433,-1.096766,1.022616,-0.439126,-2.988987,-1.484021,-2.147862,0.784303,3.49924,2.670253,0.501373,0.122854,-0.595846,0.867563,-1.064921,0.613184,-0.217039,-0.153531,0.267571,-0.912993,-1.539731,0.984264,-1.009355,-1.216996,0.142427,-1.170914,-3.838614,0.515038,-0.633851,1.071914,1.319057,-0.949606,1.082938,1.11321,-0.078025,0.658638,-0.809309,-0.372976,0.240893,0.935552,0.859073,-0.357818,-2.112362,-2.10771,0.593626,-0.495783,-0.331701,-0.323567,-0.367037,0
2.043567,2.125789,-1.953749,0.89275,3.338677,0.854119,-0.214421,-1.930461,-1.588191,-0.674093,-2.85141,-0.123929,1.278832,0.924679,-1.484456,-0.29369,0.317807,-0.481955,-1.309106,0.782261,-2.446934,-1.182106,-0.31096,0.084687,-0.62819,-0.367279,-0.478938,-0.322321,2.402701,1.497207,0.049978,0.969676,-0.722299,-0.836423,-2.442896,0.743177,-0.532525,-0.004312,-1.898307,-0.323468,2.378239,0.94781,3.669829,-0.413287,-1.278658,-0.755062,-1.314216,-2.003489,0.307552,1.578197,2.102767,1.832028,-0.938312,-2.652483,1.951381,1.408286,1.561177,1.551266,-0.474513,-0.039326,-0.486655,1.382654,-0.231029,0.462545,1.190147,-0.147217,0.332901,-0.456047,0.912447,0.925014,-1.270918,-0.216316,1.479334,1.083092,-2.955295,-1.751506,1.684273,0.636827,1.234538,0.111321,0
1.988249,2.522813,2.105593,-2.287873,-2.960344,1.913892,-1.571155,-2.796722,-1.574805,-0.276384,-0.110077,-3.261163,0.703319,0.192835,0.112216,3.277505,0.73275,-2.024003,0.281396,-0.33915,-1.781548,-1.139556,0.104019,-1.434304,-2.500067,-1.29776,0.147894,-1.184856,0.653784,-1.156758,-0.145385,-1.164457,0.751104,0.580201,0.537962,-0.42282,-0.731362,1.218409,0.905518,-0.654775,0.270421,-1.26663,0.631982,0.026035,0.9138,-0.046493,-0.388212,1.935627,-2.294908,-1.246002,-1.491447,-0.523224,-1.561455,-0.1271,-1.200082,0.825579,-0.688335,-0.708403,-0.508882,-1.696144,-1.581438,0.351292,0.086237,0.00444,3.298551,-2.172975,2.027632,-0.759571,0.986648,-0.518016,0.384299,1.828104,-0.027921,0.740704,-0.727367,2.645317,-1.271536,-2.218681,-0.439254,-0.808405,0
-5.897696,-1.148315,1.121304,-1.532372,0.768854,1.899055,-1.122243,1.557605,0.348014,-0.573723,2.186669,0.897099,2.397269,0.625406,0.23774,0.835556,-0.158658,0.31207,1.686026,0.63839,-0.081417,2.069214,-1.584544,-2.408923,-1.011366,-0.925243,-0.933683,1.090462,0.525036,-2.443426,0.647094,2.02936,-1.685502,0.468161,0.448476,2.49811,-1.562488,-1.520388,-0.176241,1.343982,0.08406,-0.993508,1.934925,-0.543384,2.259671,1.383598,-1.486899,-2.592946,1.52788,-1.081797,-0.032963,0.880884,1.798525,-2.357095,-0.749891,0.556184,0.006343,-1.645415,1.960986,-0.459365,-0.653629,1.47461,0.234167,-1.346374,-2.776875,-1.034989,-1.534476,0.223901,-0.149111,-1.078572,-0.555355,-0.746004,1.871297,-2.094693,-0.893552,-0.820928,0.788382,-1.740119,0.827983,1.300981,1
3.035563,5.202866,0.64735,1.085356,0.329724,-0.049299,4.660791,1.96919,-0.685129,0.003848,1.949365,0.525805,3.466835,-0.102336,-1.143787,-2.88736,-2.442515,0.558789,-0.75388,-0.755268,-0.008171,0.487719,0.047869,-0.190247,-0.552469,1.401518,0.338738,-0.964164,1.674368,-1.80485,-0.986621,-0.562652,1.298262,-0.837999,1.371331,0.796639,0.324118,1.021845,-1.128702,1.826857,-0.86291,-1.159141,1.180541,-2.767856,1.330484,0.024554,-2.303039,-1.833656,-0.3004,-0.05693,-0.129337,0.436353,0.972149,-0.695265,1.20063,0.354987,1.436985,-1.500679,0.162679,0.916389,-1.035643,-1.431149,-0.088908,2.690522,-0.829347,2.546464,-0.483836,0.167006,-0.148812,1.510728,-0.217354,0.212099,-1.643866,0.44415,2.133193,-0.958649,0.214242,-0.103716,-1.449405,-0.280759,1
2.584748,5.360369,-0.837117,1.354715,-1.957378,-0.662265,-1.089919,0.923564,2.772405,0.018042,-1.554889,0.381826,-0.02281,0.544098,1.593031,1.769723,0.486554,0.402239,-1.402208,0.168364,1.105412,0.640504,-1.268075,-2.735269,-0.733576,-0.869746,-0.733644,0.948617,0.180757,-0.102201,-0.421598,1.145746,0.33558,-0.828327,0.161824,0.81227,0.609174,-1.761255,-1.508599,0.167503,0.302466,-0.85321,-0.728605,0.514222,1.545675,-0.37851,-2.421199,0.550318,-2.095405,-2.114271,1.900644,-0.755282,-1.114334,-0.10795,2.363238,-0.087301,-0.117211,0.023912,1.19645,-0.496433,0.847331,-0.449129,1.897524,-1.294183,-0.681886,-1.442117,-0.365052,0.531708,-0.25753,-0.284414,0.055479,0.098288,1.043292,-0.303845,0.324727,0.527022,0.689883,1.065514,0.057543,0.028292,1
4.288832,-0.878878,-1.718938,-0.388038,1.393611,-0.546261,-0.937013,0.314538,-0.655419,1.010893,-1.516957,-0.117333,-0.788601,-0.789215,-0.445453,0.23183,1.533997,3.236938,1.964018,1.142456,-0.989911,-0.56628,-0.861993,-0.772702,0.108248,0.278003,1.029421,1.926667,2.112756,0.265006,0.28499,-0.733404,1.740933,0.711154,1.68685,1.043791,-1.757277,0.215156,0.874041,1.698799,0.587236,1.709334,-0.42845,-0.118481,0.007174,1.161839,0.664491,1.092128,-1.561166,1.696886,-0.043513,0.513148,0.475865,0.875244,0.349278,-1.512067,0.496688,-0.808617,1.797302,-0.634969,0.876577,1.650374,-0.477444,-0.560325,-2.427265,2.053776,2.59161,-0.571163,1.239518,1.440286,-0.106491,-1.211943,-0.446653,-0.181607,0.7923,0.354218,0.45953,0.298025,0.476051,1.550237,0
1.049227,-3.589402,-1.169552,3.525782,-1.447185,-0.436335,-1.143443,0.706383,-0.282989,-1.567641,-1.701985,2.426349,-0.254044,1.993065,0.748502,-1.278839,0.951895,1.626072,-1.941415,1.188714,-0.414663,0.691171,0.441104,-0.283276,1.128232,0.70478,-0.745836,1.320863,0.124055,0.721284,0.128439,1.975501,-1.385479,1.159405,0.73576,0.356822,-1.097059,0.192842,0.596479,1.015859,-1.242694,2.813946,0.595967,-0.666012,-0.215936,-1.995605,0.635326,-0.992865,0.941356,-0.91668,-0.467328,-0.764743,0.150182,-2.071821,-0.971799,-1.245717,0.245964,1.737927,2.192466,-0.943559,1.207888,-0.484117,-1.363673,0.307535,1.661583,-0.695233,-0.279629,-0.735005,0.110089,1.280239,-0.139103,2.993575,0.134523,1.919818,-0.37263,0.951019,1.204206,-0.337687,-0.642846,-1.580206,0
-2.079039,2.758685,1.436288,3.445959,1.265074,-2.257954,0.149906,1.880704,2.701238,-0.385805,-0.989027,1.415127,-0.173661,0.69683,2.05069,1.169151,-0.829342,0.038375,-0.003831,2.300736,0.487984,0.089769,0.211038,-0.281505,1.912763,0.951149,-0.894048,-1.890823,0.283724,2.415246,-0.271362,1.373901,1.031456,0.641386,0.563046,1.592246,-0.080581,0.408047,-0.854522,-0.122173,-0.249027,0.568901,-1.618766,-0.162757,0.444889,0.770972,-2.336171,0.241491,0.688467,0.225907,-0.749264,0.990034,0.244172,-1.172392,-0.363527,0.088072,1.156562,-0.110906,0.0131,1.046538,0.753826,1.838977,0.251515,-0.972936,-0.429758,1.635705,0.606395,-2.316903,-2.147384,0.415108,0.342315,1.39507,0.573117,1.273953,-0.570933,0.191518,0.786294,-0.584332,-1.222141,-1.951526,1
-1.335105,-1.289636,-1.816313,1.073652,1.794586,2.619735,-0.075135,-0.274884,-1.667937,-0.685758,0.060986,-0.887312,-0.281011,1.642621,-0.957965,0.124097,-0.085857,-1.296555,-1.197245,-1.137886,-1.18965,-0.860086,1.126802,-0.115296,-0.522481,-0.414638,-0.240951,-1.665356,1.724571,0.986126,0.687646,-2.103573,-0.827601,-2.156694,1.261774,-0.723813,0.536561,-0.417242,1.942237,-1.583717,1.976552,-0.852936,-0.384189,0.25408,-2.039716,-2.649199,-2.3855,-1.039371,0.290079,-1.32701,0.509418,-1.856584,3.715279,2.18104,0.392629,-0.264672,1.034208,2.319691,-0.281646,-0.269832,0.459965,-0.743321,-0.511756,1.295007,0.22225,-0.20522,0.81121,-1.438106,-0.419712,1.667198,-0.106194,-0.558352,-0.702795,-1.155249,1.365664,0.954984,1.411691,1.888006,-0.004306,0.635392,1
-3.196874,4.286422,0.724009,-2.053625,1.777359,-0.565311,-1.385755,0.707363,0.069428,1.320279,0.674029,-0.627316,1.770934,-0.511774,0.556258,1.624854,0.184545,-1.695289,0.854047,1.323343,0.255119,-1.039004,-0.808727,-0.859525,-0.449589,1.743017,-2.370556,1.332152,1.926931,-1.007804,-1.910235,-0.124998,-0.770966,0.751943,-0.773453,0.06623,0.026665,1.123832,0.025556,-0.609773,-1.470187,0.197164,-0.966899,-0.730773,-2.681309,0.605182,0.200177,1.741315,0.992707,0.852363,1.697948,0.87685,-1.669262,-0.370253,1.480055,-0.237577,2.37432,-0.326045,0.203348,0.429202,-1.641276,0.395531,-0.001303,0.963317,-0.919441,0.286087,-1.671997,1.256704,-0.680926,-0.972024,0.21057,1.055622,1.093956,1.363189,-1.590901,1.590916,0.168908,-1.802047,0.479052,-0.759668,1
-3.571066,0.208371,1.814786,0.240454,0.353938,-1.185709,2.262321,0.850988,-2.291094,-4.038333,1.176374,-1.313628,-1.023498,-1.108679,0.338186,0.598682,0.101866,0.440996,1.031369,-0.508052,-0.068003,1.916062,-1.421465,-0.154099,1.722916,-0.101168,-0.075715,-1.750096,0.988707,0.048108,0.839473,-1.179479,-1.698634,-2.583593,-3.280433,-0.158153,-1.393889,-0.095572,-4.043533,0.853537,1.121926,1.453977,0.546252,1.489641,0.112734,-0.526394,-0.236825,-1.940466,-1.793698,1.076007,0.249009,-0.974632,-1.136935,2.545344,1.612954,1.161975,1.828994,0.639394,1.806326,1.558387,1.772966,-0.204704,-0.222536,1.485439,0.169017,-0.796335,-2.80539,0.138222,1.460376,0.913363,-1.027831,1.212445,-1.369453,0.428302,2.317426,-1.324441,-0.026109,1.096508,-0.665563,-0.335874,1
-2.35916,2.553123,3.92219,4.036446,0.243453,-0.89052,0.98692,-2.373385,2.30705,0.4166,0.877919,1.720904,0.545725,-0.452716,-1.624891,0.913352,-1.739893,1.385715,2.290635,-2.036673,-1.400176,0.127308,-2.448927,-1.308898,0.571637,2.010331,1.840039,-2.193161,0.69827,0.491553,-3.565167,1.045062,0.013242,0.773384,1.416839,-0.353129,-1.877601,0.662191,-2.114622,-0.961112,-0.578821,0.901885,-1.305401,-1.680937,0.590782,-1.243836,2.628377,0.082413,0.376785,-0.748376,0.346648,1.441213,-0.489821,0.851265,-2.730279,0.050761,1.911206,1.135477,-0.048673,-0.475883,1.33927,-0.2785,-1.43361,0.528946,0.767474,-0.291296,-0.904147,-0.541362,-2.615078,-1.685039,1.382619,-1.262009,-1.713766,0.813185,-1.82015,-1.430081,-0.287164,-1.007869,0.313848,-0.22767,1
-4.598546,0.902299,2.81205,1.700417,2.436991,-1.17933,-0.673549,0.090112,-0.60487,-0.474987,-0.546659,0.103023,1.562363,0.045204,-1.78074,0.470786,-0.42064,-3.087723,0.815842,-0.439012,0.79938,0.600825,0.052247,-0.551355,-1.835906,-0.08586,-1.93963,0.767978,0.913389,-1.639524,0.95248,1.525742,-1.642311,0.1112,-1.735872,0.980659,-1.620909,-1.332445,-0.974694,-0.164615,2.119307,-0.880348,0.893302,1.358324,0.423816,-1.517367,1.314158,0.346097,2.348984,0.085748,-0.876169,-0.504792,-3.300581,1.472961,-0.145187,-2.126028,0.30182,0.887922,0.250648,-0.194359,-1.276708,0.336232,0.53043,-0.577646,2.871051,0.719346,1.469933,-0.242152,-0.095686,-1.878446,-0.058259,-0.556425,-0.268959,-0.091008,0.926607,0.948233,-1.805762,-0.253894,0.43381,-1.672035,1
-1.104635,-1.241193,-2.173202,-2.117429,-3.620881,-0.376505,0.566484,-1.291174,1.470333,1.159805,0.494337,-0.757895,-1.393515,0.878614,0.88588,-0.023809,-0.257482,0.168497,-0.36089,0.116275,-3.679395,0.397842,-0.403443,1.208243,-0.531975,1.770573,0.783573,0.315466,0.331687,-0.280921,-1.677096,0.473774,0.616241,-0.747519,-0.488654,-0.458027,0.152935,0.322066,1.067939,-0.285936,-0.526425,1.884944,1.767732,1.205814,-2.617561,0.61972,-0.251458,1.584956,-1.098093,0.7869,0.746678,-1.509583,-0.71261,0.565499,-0.60541,-0.610233,1.066932,1.643655,1.745627,1.600487,-0.458394,0.038727,-0.412567,1.866653,0.07464,-3.011799,3.335379,-2.418809,-0.689779,-0.37835,-0.853071,0.015059,-1.498369,1.527139,-1.175024,-0.248468,1.648767,1.049664,-0.426805,-1.18293,1
5.004655,-0.008415,1.37624,-2.407091,-0.307043,-0.500848,-0.507899,1.579607,-2.936997,-0.593612,0.651305,0.21729,-1.141578,0.397921,1.493432,0.782059,0.086952,0.89851,-2.093851,-1.446533,2.133584,0.807932,-0.2952,0.06991,-0.102307,-0.993329,0.9674,-0.564213,-1.304978,1.209724,-1.583249,-0.20464,1.496376,0.228383,-0.029114,1.559967,1.705877,-1.492676,-2.741289,0.189075,-2.024999,-0.256578,-1.142782,1.471168,0.714379,1.053205,-0.380642,2.098734,-0.776688,1.19376,1.79634,1.11637,1.348747,0.762223,-0.088975,-0.609272,1.033489,2.796062,0.550414,-0.611215,-1.589271,-0.373291,-1.411446,2.185649,-0.441426,0.42384,0.03539,-0.611447,-1.744591,-0.748277,-1.778752,2.555986,0.183134,0.331172,-1.01153,1.989348,0.484692,1.317819,-0.596476,1.837399,1
0.555336,3.173281,-0.523477,0.097348,-3.505587,2.521186,-1.186851,-1.724754,-0.506813,0.835444,-1.919437,1.02541,-1.349692,0.305713,-3.168137,-6.014796,-0.210618,2.67379,0.382051,0.740847,2.540444,-0.2258,-2.337226,-1.599116,-2.352554,1.718158,-0.361777,0.162398,0.544804,-0.961011,-0.857418,-0.478861,-2.409797,-0.766142,0.744675,-0.08298,2.320588,-0.416698,-0.301454,0.212654,-1.277153,-3.543359,1.860931,-1.053359,-0.203953,-0.689969,1.398748,0.542724,0.96266,-1.887543,-1.250761,1.206644,-1.153776,1.217694,-0.204215,0.101564,0.456387,3.180403,-0.836068,-0.247609,-1.452273,1.48552,2.802536,1.592697,-0.186859,-0.37798,0.33249,-1.135243,1.287355,1.467934,-1.283202,0.97309,0.066839,0.125771,-1.181938,0.185489,-0.784258,-2.237333,1.625233,-1.373321,0
-0.381169,1.653053,-1.624345,0.387161,-1.486145,0.661065,0.123583,-0.312011,-0.90279,0.536339,1.213504,-0.180332,-1.981331,0.759007,1.662232,0.675049,0.61454,-2.164413,-1.730536,0.959933,-0.459521,-1.778307,0.579378,0.273944,-0.482023,1.808883,-2.032027,-0.670812,-0.423082,-1.919736,-0.234524,0.05227,2.299723,-0.203026,0.732624,1.231075,-1.868953,1.107661,-0.55966,1.830662,1.952988,2.473584,0.040088,1.092418,0.196309,0.720965,-0.010031,1.101398,-0.99631,2.032774,0.772174,-0.861826,2.030387,1.169408,-1.577081,-1.556191,-0.220415,-2.317909,-1.363968,-0.121581,1.330992,1.410156,1.18924,0.817179,-2.792503,1.015262,-2.209081,0.350172,-0.371878,-1.802683,-2.460292,0.272889,1.698404,1.370169,-1.179886,0.392642,-0.04153,-0.248671,-2.288777,-0.121748,0
-0.696262,-1.378271,-1.329697,3.579072,-3.98773,0.500785,1.927799,-3.918151,-1.77307,-1.4169,2.713023,1.006737,1.238746,0.398597,0.671437,-1.90566,0.615676,-0.753605,0.421292,1.330743,0.406084,-0.264916,-0.781739,1.836903,-0.580451,0.706069,0.337071,0.159115,0.958295,0.422699,-1.265073,-0.024573,-0.1268,0.461582,1.223306,-0.382656,1.407179,-1.786176,3.151326,-0.81056,1.570782,1.94948,-0.316431,-0.159315,-0.657709,2.001907,-0.12766,0.446945,1.108371,2.544755,-0.352696,-0.723506,-0.647343,1.25949,-1.886607,-1.012229,0.021303,-0.32603,-1.427433,0.501716,-1.501926,-0.700962,1.921123,0.389199,-0.958424,-1.729816,1.590894,-0.554223,-2.77055,-0.70406,0.783949,-2.777678,-0.857064,-0.293218,-0.063724,-0.667224,0.37277,0.271303,-0.568454,-0.158547,0
-1.58903,-4.181077,0.209823,0.368387,-0.101516,1.667975,0.986655,-1.916723,-1.806231,0.453913,0.416902,-0.728771,-0.602265,-0.072882,-1.104503,0.977088,0.292201,1.68894,1.407429,-1.079933,-1.417071,-1.03873,1.482877,0.804317,-4.529633,2.530276,-0.591371,-0.193393,-0.66931,1.654046,0.378764,-0.068291,0.179619,-0.713501,3.323818,1.401461,-0.962558,0.0301,1.479185,1.365784,0.455781,-0.199802,-0.112458,1.38764,-1.725238,-0.354057,0.187746,0.103448,-0.558991,1.982201,-1.72458,-3.19789,1.634296,-0.894901,-0.234322,0.042174,-1.938827,1.874709,-1.58059,-1.459984,-0.954615,1.016897,1.053773,0.669431,1.027175,2.496655,-0.818594,0.572242,0.631284,0.632998,0.909801,-1.378775,0.171365,-2.128498,-0.49227,1.964492,0.058552,-0.424735,-0.613071,1.001308,0
1.777802,0.97698,2.061958,-0.95789,-2.425407,0.318865,0.466581,0.33746,-2.685385,1.031045,-0.164777,-1.307666,-0.390757,-0.249008,-4.147735,1.272374,-1.115495,0.522712,1.367743,0.694963,-2.611558,0.003433,-2.738427,0.533337,-1.370394,-0.174657,-1.026848,0.07326,-4.144842,-1.038872,0.786745,-1.494826,-2.20593,1.454848,-0.236324,-1.469864,-3.478258,0.256302,0.237159,-0.101748,1.922233,1.033259,-1.358299,-0.122506,-1.306252,2.419501,-0.60089,1.554329,1.228082,-1.594147,-1.136948,-0.098162,-1.993754,-0.460185,-0.317841,-0.975434,2.485439,-1.244121,0.443579,1.708595,0.804778,2.635872,0.218679,-1.648681,0.930955,-0.771267,-0.742491,-0.503773,1.127249,-0.484404,-0.698223,-2.978574,0.869317,0.900779,-0.197953,0.802721,-2.516587,1.387155,-1.017062,-0.748792,0
1.105944,3.216006,0.184294,-2.008764,3.129454,3.750367,-0.60933,2.998133,0.876269,-1.739988,-0.490861,1.731986,0.375774,-0.853497,1.645786,0.145898,0.364688,1.892262,0.030096,-2.330615,-3.290278,-1.941248,1.764844,0.529923,-2.07517,-0.610029,-1.864795,0.259814,-0.675779,-0.736759,0.956635,0.725807,-1.689425,2.475417,0.108859,-0.210413,0.499726,-2.866593,2.483103,1.48209,0.580917,-0.061934,0.145758,1.061448,0.025125,-1.361604,0.528016,1.778772,1.001367,0.375668,-0.797129,3.449668,-1.891416,1.107494,-0.621416,1.760958,-0.318831,-0.500537,-0.273392,0.255138,0.399817,-0.449342,1.390749,0.321174,0.554153,-1.245825,-0.168479,-0.888512,-0.23108,-0.640612,0.402881,1.6363,1.586947,-1.486149,-1.268904,-0.073606,0.295829,-0.724777,-0.188509,0.841476,1
