0.352f338-0.311f128-0.31f105+0.294f442+0.294f472...,-0.423f453-0.422f493-0.334f281-0.333f433-0.332f153...,0.365f336+0.364f64+0.359f455-0.279f442-0.279f472...,'0.3  f241+0.299f475-0.286f28-0.286f451-0.286f318...','0.512f48+0.51 f378+0.196f455-0.19f318-0.189f28...',-0.151f312-0.142f322+0.125f498-0.115f138-0.114f481...,0.144f61-0.143f267+0.123f104-0.116f211+0.108f17...,'0.13 f489+0.126f141-0.121f278+0.118f228-0.112f268...',-0.139f250-0.128f339+0.117f165+0.116f486-0.116f195...,0.147f334+0.131f424+0.115f71-0.108f132+0.104f87...,-0.13f257-0.116f263+0.113f185-0.112f411-0.11f316...,-0.16f457-0.154f368+0.129f216-0.122f286+0.119f383...,-0.164f137-0.132f166+0.126f252-0.119f292+0.118f302...,0.133f117-0.116f147-0.114f383+0.111f84+0.111f50...,0.145f402-0.138f391-0.131f331-0.122f449-0.115f36...,-0.127f148+0.122f98+0.117f383+0.115f332+0.114f204...,-0.142f256+0.135f151-0.121f413-0.118f100-0.113f229...,-0.132f370+0.128f483-0.118f407+0.117f254+0.116f249...,-0.134f118+0.129f256-0.127f350-0.124f41+0.122f113...,-0.13f298-0.128f123+0.125f101+0.121f333+0.116f389...,-0.177f243-0.163f285+0.129f177-0.123f43-0.119f406...,'-0.124f496+0.12 f334+0.12 f139+0.113f435-0.108f328...',-0.16f70-0.124f283+0.123f188-0.121f137+0.117f467...,'-0.161f466+0.153f144+0.129f310+0.11 f365-0.106f499...',0.187f68+0.121f221-0.121f489-0.119f12-0.111f62...,0.153f183-0.145f136-0.135f355-0.134f163-0.127f3...,0.132f404+0.123f232+0.116f478-0.115f262-0.11f115...,'0.17 f484-0.14f168-0.129f307+0.129f49+0.12 f391...',-0.169f397-0.139f376+0.134f25-0.131f414+0.123f496...,-0.139f94+0.132f450+0.125f209+0.124f361-0.123f445...,-0.131f432+0.125f308+0.123f324-0.121f245+0.119f430...,0.143f452-0.13f445-0.121f385-0.12f82-0.113f386...,-0.156f356-0.143f417-0.134f421-0.126f492-0.122f344...,'-0.126f414-0.122f261+0.12 f162+0.118f429-0.115f57...',-0.163f129-0.129f314+0.121f152+0.115f164+0.114f106...,-0.142f275+0.137f8-0.132f313+0.128f42-0.114f206...,-0.158f149+0.136f116+0.136f51-0.134f171-0.122f165...,'-0.148f430+0.14 f381-0.129f223-0.128f276-0.125f96...',-0.147f407+0.137f429+0.126f361+0.123f11-0.12f199...,-0.177f448-0.169f233+0.136f236-0.13f409+0.129f26...,label
-1.078103,-0.431643,2.180996,-1.067929,-0.425821,1.537032,-0.4732,1.709737,0.795156,-2.83853,-0.877855,0.816916,-1.614477,-0.660793,1.213712,-0.063529,0.687544,1.790804,1.778937,-0.648091,0.533181,0.338464,0.241557,2.203913,-0.016178,-0.292052,-0.487796,0.752827,-0.999523,1.956903,0.66547,-2.986687,-0.391894,2.843961,-0.713937,-0.858762,-0.561069,-1.147043,2.934144,0.594409,0
-3.5387,0.634828,2.345773,0.248527,-2.900148,-1.040467,0.433052,0.617956,0.285926,-1.25237,-1.206662,-1.573278,1.075015,0.690646,0.317358,1.079018,-2.555988,0.015357,0.160996,-2.473825,-0.740462,-0.763941,-0.555963,-0.625759,-0.576068,-2.555501,-1.131141,-0.046928,-0.797682,-1.086871,-0.27576,-1.010667,0.708402,-1.34933,0.732072,1.312454,-0.657529,0.37238,-1.153448,0.386323,1
1.363356,-3.911637,1.568103,-0.420449,0.725938,-0.349671,-2.297104,-1.611402,0.466756,-0.435652,0.363506,-2.227846,-4.026964,1.947207,0.409443,-1.059933,0.817244,1.480854,-2.164231,0.430992,2.486363,-1.755368,0.845655,1.403946,0.14489,-1.148928,2.00924,2.594755,2.145312,-2.246788,0.495499,1.669252,0.517669,-0.804841,-0.733152,0.548917,-0.367917,0.72974,3.014234,-0.326033,0
-0.386719,-3.27726,-0.740138,2.783584,-1.06118,1.466422,-0.050366,0.490459,0.531696,-1.043787,-2.571046,-2.271272,0.134873,-1.597263,-0.726553,-1.413343,-2.259966,1.682694,-0.949535,3.077987,-1.411516,1.307382,1.014955,-1.359663,1.124371,1.003504,-2.114296,0.498338,-1.322649,1.114324,-0.723211,0.968917,-0.715582,1.256605,-1.428861,-2.300345,1.494472,1.770793,0.498146,2.709681,0
-0.084381,-2.491405,1.465779,-1.635632,-0.667286,0.002482,0.72573,-0.563352,-0.385036,-1.684729,-1.6166,-1.28274,0.206534,1.017391,0.998609,0.062683,-1.135459,-0.335419,-0.400185,0.182001,2.034866,-0.102931,-1.037031,0.628138,1.201466,-1.453291,-1.538719,-0.361384,1.104322,2.134773,-0.542022,-0.754249,1.219153,-1.136301,0.772992,-0.903035,2.32617,1.528832,0.184375,-0.170852,0
-2.570565,1.254644,3.725168,2.274641,-3.200877,2.570626,-0.707718,-2.133709,0.379815,3.171739,-1.136835,0.838565,1.960232,1.033601,0.903049,1.299451,2.449085,0.229707,0.517391,2.652242,-1.127309,0.269348,0.775179,1.718289,-0.607026,-1.306709,-1.141129,0.310021,-4.314776,0.324961,-0.249017,2.47225,0.182977,1.730919,1.852761,2.570248,2.487958,0.502885,0.08807,-1.874862,1
4.546244,0.596872,0.291419,-1.800936,-1.914275,1.459279,-0.312348,-0.03851,2.051015,-1.241933,0.6416,0.202881,-0.953911,0.371291,-1.144166,-0.419236,0.686281,-1.088506,-0.236531,-1.519047,0.090079,3.383431,2.779001,0.719265,-2.032149,0.388615,1.239188,-0.452808,1.730004,-1.218009,1.090705,2.188256,2.166424,-1.25997,-1.378771,1.898699,2.752686,0.149445,1.080588,0.218286,1
-0.626893,-0.942455,-3.263163,-0.731409,-0.134858,-0.096549,1.513065,1.002275,-0.966816,-0.160202,2.855394,1.539274,-0.147496,-1.291101,0.365717,0.986036,1.352379,1.159137,-0.752979,1.267709,2.419503,2.338687,-0.699736,1.024637,1.988939,0.545935,1.25608,3.165866,-1.486025,-0.053387,1.632992,3.256167,1.229911,0.57214,-2.789347,-0.770432,-1.491135,1.482407,-1.40101,0.12658,0
-2.142335,1.098552,-2.417245,-0.290103,-2.555797,-1.094021,0.834116,1.565421,-0.987358,-0.050318,-1.045236,-0.555821,-1.851445,-0.576498,0.225763,0.551529,2.459804,-0.021041,0.587834,0.830818,0.048326,1.607864,1.793825,-0.440924,0.167058,-0.322168,0.398438,1.619812,-0.37255,1.592015,0.916922,1.295673,1.260465,0.350983,-0.301375,-1.348779,1.757459,0.603186,1.582035,0.028805,1
-2.541809,0.093188,2.469511,-0.000548,1.27252,1.492304,0.938583,0.402014,-0.698194,0.165836,0.153781,-1.189686,0.846617,-0.365325,0.9356,3.529232,-0.369715,-0.124051,-0.425859,-0.865047,0.218371,-1.418821,-1.612295,-0.551371,-0.095905,0.179262,0.211492,-1.220693,-0.726222,0.641858,-0.584121,0.00607,0.12089,2.147228,-1.058324,1.126799,-3.197051,1.639267,0.696834,-0.172288,1
-0.595691,-1.807901,0.26485,1.502869,1.664831,-2.457577,-1.024561,0.685606,0.040107,0.990184,-1.069527,1.601457,0.380259,-0.433091,-1.569876,-0.68488,-0.445674,-0.194361,-1.888313,1.242517,0.051094,1.888473,-1.032417,1.920774,-0.888627,0.107223,0.899358,-1.462428,-0.251645,0.351437,-1.88842,-2.509332,-0.117081,0.058797,-2.697066,-1.367575,1.029057,0.626143,-3.215919,0.388156,1
-4.172831,-1.316651,3.379395,0.199179,-1.368697,0.536519,1.031376,-0.724479,-2.254456,-1.001108,-2.073474,1.215003,0.382209,0.59066,-1.919457,2.597195,-1.36107,-0.209855,0.764847,-2.739172,-2.481495,-0.766986,-0.550717,2.347755,-0.627776,0.58028,0.064224,0.160634,2.729943,2.579081,0.835355,0.159785,-0.129257,-0.267575,-0.117194,0.167802,2.052492,0.848942,1.084831,1.150455,0
3.994225,1.939436,0.045516,0.045955,0.019556,-0.268208,-2.472684,-1.02063,-2.908924,-0.244695,-2.110604,-0.368289,0.526447,0.12907,-0.140762,-0.278466,-0.68887,2.002363,0.620829,-0.039719,-1.636604,1.705358,1.578373,-0.432632,1.060397,-2.281384,0.00237,-0.820372,-0.945906,1.893632,-3.065221,0.909553,2.276909,0.073966,-2.23905,1.367999,-1.344319,2.309533,-0.237963,3.114352,1
-2.380761,0.1133,1.795519,1.697602,2.684537,-2.021021,2.526487,-1.02252,-0.632954,0.179661,0.196138,-0.750507,1.233836,0.775003,0.901079,1.851881,1.860189,0.312029,0.323388,-0.623661,-0.789997,0.646838,0.19961,1.328277,2.247344,0.412215,2.898787,1.217352,-1.238775,-2.45481,-0.23412,-0.661246,3.405354,-1.344487,0.715284,-0.718724,-1.071338,-0.761517,-0.75017,-0.871236,1
-2.455923,0.678133,2.971939,-2.848355,3.191709,-0.163675,1.097317,-1.904215,0.88448,1.072499,-0.710419,-1.572622,1.670506,-0.635365,1.16094,0.544668,0.684618,-0.403775,0.730815,-0.360374,-0.125946,-0.388923,0.170157,0.687974,1.565241,-1.214045,-0.037929,2.72392,1.267782,-1.227356,-0.837845,0.737413,0.27431,-0.037638,1.80589,-0.971036,2.257487,0.857915,-0.746548,0.368978,1
0.212385,1.95734,-3.907046,1.153957,-0.882943,0.265466,-0.804556,-1.304571,0.222323,1.480527,-2.193856,-0.064676,-1.287559,0.419979,-0.115751,1.570702,-2.643501,2.225935,-1.131224,0.638128,1.8924,2.322955,0.251902,-0.819728,-1.941428,-0.395853,-0.698195,1.30046,0.273703,-1.072567,-1.438283,0.411093,-1.095905,-1.055177,1.432419,-1.81814,0.311302,-1.486977,0.486559,-0.068114,0
-1.869358,4.263014,1.011095,-0.509732,1.450777,-0.349718,-0.298103,1.2383,-0.965906,2.93662,-1.453515,3.304822,1.510624,2.7309,0.510128,0.018019,-0.115788,0.293773,-2.123932,1.131377,-0.573919,2.625317,2.419132,1.134958,-0.808841,0.940014,-1.608887,-0.840369,0.203249,1.711572,-0.147199,-2.241056,1.579642,1.035366,-0.67685,-0.696975,1.360812,-0.986562,0.115674,0.801375,1
0.065212,-1.539052,1.70297,2.723656,-0.578106,-2.09459,0.025427,0.86308,-0.860243,1.576521,1.359775,2.636668,-0.766968,-1.280979,-0.174728,0.575189,1.378544,0.611211,-3.572708,-1.796709,0.524876,-0.581687,-0.138134,0.587354,0.367521,1.154485,-0.537546,1.573156,-2.514229,0.194636,-0.736024,0.476629,0.556505,-1.448924,-1.331883,-0.77742,0.146747,0.359314,0.763329,0.223339,0
-0.892932,1.90792,-0.957046,0.50461,2.25426,-0.54212,2.25309,1.034755,-0.378431,0.052151,-0.370298,-0.372606,-1.161217,0.153666,1.294222,0.614075,-0.207811,1.308339,-1.270859,-1.191335,-2.941661,-0.696105,-2.815028,0.974265,3.096512,-2.551122,0.855339,-0.508377,-1.895796,-1.359654,-0.425596,0.170589,-1.832209,2.26031,-0.100891,0.541983,0.294358,0.283477,-1.110781,0.773516,0
-2.067555,-1.279486,-2.421829,-1.134173,-0.573821,-0.784756,2.566393,0.322253,0.037581,1.369949,2.315088,-2.005935,0.888378,-0.785877,1.352257,-0.194461,-1.133976,3.037088,-0.280752,0.415793,1.082594,-2.267823,-2.354313,1.622194,-2.625098,0.411679,1.842075,1.119237,1.34379,-2.617307,-0.776865,-0.359477,0.313009,-1.677072,1.914369,2.580079,-0.107297,2.013868,1.118034,-0.93041,1
1.460784,-1.709446,-0.137728,-0.377691,-2.176675,-0.046602,1.477049,-2.187364,0.823839,-1.777944,1.597549,0.018329,0.733327,-2.228028,0.386613,0.940256,0.256178,1.076009,-1.474992,1.564233,1.021761,2.937225,2.399511,-0.234542,0.14185,-0.163105,-0.708051,1.238157,0.278506,1.730846,-0.472043,0.022472,0.654243,-2.562085,-0.625817,-0.455732,-0.718118,-1.737816,-2.144357,1.229873,0
-4.079163,5.268509,1.017624,-1.826432,3.286836,-0.164449,-0.256996,-0.832041,0.768511,-0.355708,-0.693885,1.193432,-1.153897,2.01951,-2.39817,0.694872,0.838536,-0.7158,-0.695007,-1.481863,-0.264487,2.337876,-0.753712,-0.890711,2.144266,-0.454214,1.291056,2.967888,0.052765,-0.644244,0.221611,-1.298766,-2.328255,-1.839433,-0.337457,0.971001,-0.682197,1.15886,-1.427716,1.411099,1
-3.257675,0.578497,1.894248,0.243825,-1.456599,-1.279311,-0.581084,-0.444194,-3.626071,-0.740183,2.81662,-1.951239,2.966274,0.007127,-2.775042,-1.307076,-0.911698,0.622287,-1.404239,-0.678256,-0.473007,0.381434,0.496893,0.747233,-0.022518,-0.336258,-1.586294,1.108787,-0.41922,1.987464,1.256426,-1.311451,-0.537749,-1.762769,-1.077122,-1.159083,1.083064,-1.017273,-1.023847,-1.352849,1
3.584669,4.101619,-0.485459,0.958532,-0.017466,0.087414,-0.167045,0.054246,0.105172,2.010706,-0.169999,-2.216012,-2.252141,-0.322428,-1.062566,0.178298,2.116679,-1.69501,0.665421,-1.337666,-0.196551,-2.721975,-1.975023,-1.455033,1.313169,1.88357,0.16394,-1.138945,-0.946134,1.896908,-2.303331,-0.864252,-0.004169,2.002095,0.475751,-0.432544,0.620639,1.005653,0.762174,-0.574578,1
0.610798,-3.070373,-1.291313,2.036784,-1.978375,-0.215236,-0.19843,1.938277,-0.300227,0.710853,0.115275,-2.305826,0.812592,-3.139417,-1.638668,2.522027,2.299509,2.204478,-0.226243,0.623478,1.150756,0.487361,-1.74369,1.227898,0.163228,0.597543,-0.440782,-0.048923,-0.625635,2.288946,-1.344647,0.524465,-1.86381,-1.670394,0.078219,-0.806836,2.242652,-0.636353,0.199696,-0.00362,0
-1.568108,3.787111,1.908087,0.601425,1.5706,1.937082,-0.345656,0.580121,0.788257,4.253855,-0.140077,-1.077184,-1.732795,2.062307,-1.33083,1.834728,0.165399,-1.004352,0.375225,-1.718633,-2.112897,-2.393682,0.527214,0.427345,0.608584,-4.15308,0.790273,0.166309,1.816076,-0.676833,-1.582893,0.525553,-0.81513,0.65577,0.133983,-0.630072,1.052899,1.021976,2.080206,0.011835,0
-0.788347,5.176895,1.12392,-0.071131,-1.613205,-0.292839,0.59702,2.578409,0.752271,-0.189178,-0.79063,-1.323836,0.752677,1.83238,-0.179038,-0.860495,-1.086168,-1.038975,-0.391931,1.674938,-0.32948,1.658214,1.677943,-2.248383,-1.471776,2.403469,0.191219,-0.298603,-1.347852,0.027208,0.559973,-1.517603,-0.442368,-1.95783,1.226438,0.103123,1.514633,-0.039991,0.531723,1.241183,0
-1.553075,-3.065291,-3.249893,-0.344997,0.790201,-0.057804,1.34745,0.211161,1.643623,0.571351,0.951451,0.019304,1.606271,1.686679,-1.668264,-1.019691,1.4553,-1.876074,-1.259137,3.037333,0.121534,2.999877,0.599869,2.250362,0.696774,-0.66341,1.657803,-0.249273,0.007861,-1.517531,-1.82543,-1.441546,1.969358,-2.634755,-2.110577,0.51282,-1.246285,-3.887034,-0.360318,0.727799,1
-1.406296,-0.191565,0.533963,-2.418923,-0.34813,-0.390185,-1.132622,1.557168,-0.665436,0.758283,-1.035091,0.806827,-1.174822,-1.049976,-0.903149,1.765994,-2.074018,0.457208,2.306757,0.46193,-0.137423,0.478138,-1.100776,0.318245,2.027615,2.391384,-0.259556,1.958274,-0.359567,0.29529,1.304358,-0.213705,1.282737,-2.705422,-0.018752,0.843726,-0.084031,-0.163334,0.692983,-2.781754,0
-3.734896,-0.559447,1.028408,0.9726,0.413413,1.341389,-1.232477,-2.093698,0.698014,-0.306905,-2.658214,0.375762,1.103423,-0.318898,-1.040256,0.735252,-2.726753,-0.668278,-1.650898,-1.536745,0.252253,1.070131,-2.065869,0.856333,-1.187354,0.808981,1.266497,-0.329115,-0.957816,0.807075,0.425729,1.762614,0.243908,-1.413649,-0.68859,-0.202475,-0.230139,0.80619,1.892101,-0.959807,0
1.036044,-2.434643,-2.667125,-0.252745,0.649693,-1.570558,-0.182936,-0.96395,-1.701203,-2.685822,-2.276815,0.204278,2.329231,-0.414684,-1.074047,0.85521,-0.482221,0.909366,0.082888,1.039061,-1.520419,1.011523,2.819107,0.253833,0.505927,-0.019009,1.877532,1.681388,0.707204,-1.423203,2.090032,-1.694403,1.481937,1.054562,-2.124379,-1.426132,-1.516228,-0.116469,0.336835,-1.494683,1
-6.119756,-1.63876,-0.007866,-1.101349,-0.286545,0.412501,-0.274346,0.787854,-3.675435,-0.716717,-0.430332,-0.832217,1.38689,0.058928,-4.246681,1.936376,-1.01336,0.864381,-0.402192,-1.396766,-1.089339,-0.977175,-0.86721,0.899136,3.001831,1.676067,0.457853,-1.946593,0.788177,-1.93568,-1.212435,0.23554,0.11297,0.623763,-3.683268,0.500921,1.185964,-0.192022,1.28759,2.195348,1
0.147168,2.382177,0.334535,-1.114423,1.342245,-1.13596,-1.071597,0.532353,0.906407,1.528081,-0.645404,-1.418966,-0.263092,2.434598,0.383595,2.721696,-0.229024,0.306871,-1.046252,3.607841,-1.070551,0.528395,-2.087089,-1.412521,-0.801039,0.605052,0.994394,0.477652,-0.154117,1.373412,1.366138,-0.875182,0.54723,0.797839,-0.789372,-1.452851,-0.93962,1.296497,1.031365,-1.304941,1
-0.031831,2.170281,-3.8474,-1.769264,2.051336,-1.108509,-3.256804,1.171856,2.53455,-2.058543,-0.857375,0.263471,-0.218177,1.937431,0.507076,2.93063,-1.791548,2.901298,-0.708256,-0.250367,1.576972,2.053556,1.880911,-0.315441,0.038123,-1.274172,2.852387,1.480664,-0.734199,0.320981,-3.054172,0.674703,-1.764533,1.208056,-1.494098,1.262472,0.48091,-0.228286,1.928472,0.586084,0
-3.537986,-3.460797,-0.139965,-2.559724,-1.180864,-0.292859,2.211171,-0.158752,-2.507552,-0.293055,-0.713355,0.110091,1.210658,0.172975,-0.238093,-0.713115,1.211787,1.855748,0.143671,-1.135679,-0.341133,-0.00721,-0.07874,-1.809996,-0.448544,-2.659342,-1.376606,-0.141607,0.931403,-0.425998,-1.494117,0.14305,0.806886,-0.399365,0.697421,-0.196565,0.754162,-0.442668,-0.588698,-0.94961,0
-0.694842,-1.927911,0.214001,-1.5668,-2.617386,0.866535,1.864497,-0.512284,0.739798,2.216427,0.173392,-0.183534,0.370688,-2.270275,-1.161343,-0.52886,-2.734549,1.37971,0.771941,-0.318142,-0.843704,0.401468,-3.022266,0.752289,-0.164778,0.226924,1.393982,-0.388658,-0.836439,-0.883813,1.836255,-1.350655,-1.878049,-0.053532,-0.651467,2.469257,0.233626,-1.828538,3.142421,2.14151,0
2.521804,-1.456691,-3.040949,-0.634001,1.806143,1.045964,1.805723,1.191666,-0.855426,-1.137307,0.409317,2.026772,1.276404,1.415106,2.113978,-0.728985,2.549108,0.181922,1.197022,1.221525,1.442444,-0.225777,-0.176311,-1.341103,-0.876328,-0.056219,0.317314,0.246277,-1.305121,-0.70547,-1.0244,-1.185857,0.43474,0.426379,0.529702,-0.066319,-0.199126,1.313986,0.80567,2.509714,1
-1.272612,-1.186152,5.509589,0.776817,-2.119893,0.779867,1.230515,1.835213,0.678723,1.828152,0.705969,2.904037,1.397272,-0.461526,-1.012198,-1.100409,1.729554,-2.371874,-1.572034,1.810289,-1.274545,-2.08512,-0.491463,-0.702914,-0.80765,-2.258915,-0.417338,0.893475,0.802637,-1.998689,0.454868,2.316808,3.142167,0.831356,-1.341018,-0.783488,-0.821083,0.11593,1.163169,0.460145,0
3.261522,-2.719601,0.770568,0.759436,-0.519595,2.882361,-0.508309,-2.236351,1.539471,1.107881,-0.146582,1.317766,1.368591,-1.022065,0.036933,1.842353,0.618791,1.333662,0.18424,0.553024,-0.796197,-0.437782,2.402188,-0.908047,0.743887,0.682813,-2.180571,0.200096,1.914298,-0.398029,0.145845,-1.890359,0.584357,-2.486415,0.518499,-1.186425,0.691929,0.818444,-0.93303,0.307,0
0.073063,2.891916,1.008302,1.058037,-1.110758,1.050705,0.410043,0.830221,-2.147167,-1.394473,-2.111612,-0.240109,0.619003,2.336726,0.4361,-1.027765,-0.327753,-1.912433,1.783348,-0.45662,2.676473,0.167037,-1.872202,-0.191653,-1.874702,-0.470679,2.267848,-1.137938,-1.673347,0.567549,0.02241,0.706362,0.081608,0.063748,-0.786225,-0.841218,-0.205715,-0.645718,-4.037153,-0.283226,0
-1.935142,-1.240583,-0.098778,-2.137523,2.466505,-1.429624,-0.03789,0.761523,0.446065,-0.968522,0.866148,-0.017749,1.84563,-0.617353,-0.789348,2.022134,-0.011214,-0.097942,-0.762177,-1.578641,-0.158674,0.231583,3.421322,0.910576,-1.038273,0.257079,0.523882,-0.497875,0.479541,-0.903569,0.81827,1.554288,1.639878,0.329603,1.318023,0.594167,0.556868,-2.207313,-1.780009,-0.853764,1
1.253895,2.440323,3.100451,-2.180639,2.525607,2.498928,-1.659756,-1.477678,-1.052361,-1.67089,-0.117663,1.833595,3.192595,0.160817,0.365553,-2.988626,-0.172753,-1.615237,-0.939537,0.348283,2.932835,-3.689208,-1.04073,2.142647,-0.878487,-0.861741,-1.196785,1.077183,-0.321093,0.575653,-0.749655,-2.695634,-0.328585,-0.405822,-0.108416,-1.815776,-1.134074,2.891722,-0.321416,0.866256,1
-0.381763,1.837501,-1.166208,2.974178,-1.677533,1.583712,0.856643,-1.848539,-0.739825,1.081617,0.705155,-2.149669,0.337399,1.457914,1.588167,0.170833,-1.559994,-0.886943,-0.577258,-0.807372,-1.037526,-0.577587,-1.254172,-1.16085,-0.962043,-0.291478,-1.01696,0.669901,0.004228,-1.407892,-2.227977,-0.242526,1.504698,0.755208,-0.053714,0.923057,1.95619,1.15004,1.15592,0.706778,0
-3.465802,0.75474,2.253548,0.674216,2.70319,-0.922806,0.486695,-0.703122,0.73095,1.557714,1.196051,-0.22506,-1.705183,-0.502757,-0.781799,-0.258171,-0.792721,-0.976484,3.031685,-2.089764,0.08777,-2.405806,0.411349,-1.771716,1.40003,-0.670988,-0.714142,1.469728,-1.155608,0.428989,0.2426,-3.878331,-1.269443,-2.129302,-1.79674,-1.351495,-1.536875,1.568238,0.241229,0.665926,1
0.773378,-1.354638,-2.125265,-2.203337,-0.737793,2.531226,1.634131,-0.520315,1.913866,0.54444,0.299161,-0.279746,-0.370528,-0.829074,0.010418,-1.801074,-1.844009,-1.292955,-0.717781,-1.884111,3.315038,0.525609,2.753042,-0.971582,-0.550662,-1.061671,-0.670173,3.012138,-2.834449,-1.728299,1.828792,1.895879,1.912401,2.052027,1.638887,-2.291968,-0.283401,1.574005,0.739375,0.682806,1
5.246891,1.885142,0.304814,1.012469,-0.152328,-1.350559,1.341021,-0.231361,1.67141,0.267547,1.515228,1.302966,2.2726,0.092235,0.183934,2.041689,-0.901588,0.305501,2.088517,-2.284621,1.556017,0.785603,-0.985914,0.23386,0.839023,-0.675145,-1.153858,2.135099,-1.905104,-0.129956,0.611079,1.076375,0.009161,1.175264,0.869382,0.694179,-0.550378,-1.516536,0.943629,-1.62209,1
-5.349722,-0.02437,-0.363247,-0.313218,-2.69325,2.998815,1.526707,0.944249,0.200187,0.138774,-0.911362,1.109421,-1.638691,-1.039659,0.529826,1.768321,1.391731,-2.381655,0.908047,0.832087,0.173993,2.043753,-2.88797,0.519978,1.200739,0.00853,0.961399,-0.426014,1.433984,1.041022,0.3324,1.70698,-0.825508,-0.978861,0.82468,-0.908175,1.413252,1.765288,-0.782949,0.702948,0
4.134676,1.104503,0.419704,-0.416398,-1.437984,-0.627988,0.344419,1.571153,3.216169,1.814351,0.430145,-1.161873,-3.376801,0.884715,1.551297,0.36987,-0.725908,-1.746642,2.400031,1.9981,-0.286933,-2.27475,0.908784,1.679614,0.854998,0.272354,-0.449303,0.329476,-0.463068,1.827217,-0.699749,-0.939524,-1.97228,0.344249,1.804053,0.041061,-0.733845,0.348875,0.158365,0.581685,1
-2.573349,-2.707477,2.951096,-0.291795,1.653901,-0.889424,-0.533207,-1.018977,-1.019928,0.087324,-2.755927,-1.941941,0.5738,-0.04071,0.547822,-2.41664,1.005016,-3.150982,0.02273,1.424557,0.832563,0.229504,1.737064,-0.249637,-2.745672,0.506535,-1.261596,-3.159733,-0.011526,-2.157815,2.680461,-2.379593,0.940007,0.564675,-1.510858,-0.997809,2.370028,-0.840976,-1.721052,2.579774,0
1.888451,2.041467,2.404334,-1.425735,-2.285711,0.766919,-1.264226,-1.433458,-0.538913,-2.401151,0.225935,-1.07314,0.14844,1.579539,-0.300286,-0.094041,-1.879385,0.301792,1.803525,0.204278,0.435192,-0.006031,-0.125019,1.170688,0.364604,-0.000956,-0.524711,2.659386,-0.156388,-1.464314,-0.221655,-0.290564,-2.217847,1.098042,0.147468,-1.418635,0.002387,-1.09752,0.015882,-0.295053,0
1.276101,-1.305859,-0.017338,1.134887,1.738863,-0.06669,-0.28382,-0.690562,-0.998825,-0.569421,-1.531185,0.09188,3.992438,-1.958336,-1.305282,-1.44154,0.594572,-0.541424,-0.251552,0.155922,-1.95389,-0.137704,3.734804,0.256619,-2.201868,-2.305473,0.239113,-0.058046,-1.624601,-0.319263,0.179639,0.159985,0.748672,-0.496279,0.394798,0.232569,-1.849793,-0.234391,1.038618,1.204051,1
-0.709408,0.267367,0.54985,3.509072,1.79383,-0.187149,1.116395,0.805425,-0.338244,-0.279588,2.633872,-1.402336,0.413211,0.166777,0.506774,0.557165,2.153851,0.516185,-0.70171,0.563288,-2.711103,2.051855,1.448233,0.232021,1.125138,0.849799,0.367935,-1.5551,0.600421,1.447855,-2.427218,1.258757,0.200605,-0.959444,-0.846093,0.967014,2.477458,0.604365,-1.067849,1.114485,1
-5.688734,-1.226542,0.863178,-0.270348,0.462217,-0.089331,-0.920684,1.805127,1.252258,0.009645,-0.177507,0.740333,2.048449,1.344041,-0.420551,-0.236832,1.749734,0.349244,-1.458074,-2.334024,-0.637728,-1.087514,-0.741908,0.451647,0.031369,1.317503,-0.492824,-2.037335,0.965555,-1.008932,-0.056187,1.457633,1.193625,0.348946,-0.213678,-0.866473,-0.734205,-0.807432,1.47192,-2.499977,1
3.644281,-1.48685,-0.103482,-1.845671,2.967291,0.903473,-0.46809,-0.671923,2.599086,2.463532,0.955468,0.718969,-0.182431,-1.388515,1.420515,0.207128,-0.34174,-1.627721,-0.862812,0.589441,-1.969386,-0.528602,-0.051745,2.652911,1.342717,0.713875,1.597848,-0.225543,-1.734635,-0.924709,0.100773,-0.097959,-0.049989,1.434532,1.182235,-0.818427,-0.591799,-0.765694,-0.487168,0.669096,0
0.108077,0.428312,3.4822,0.778983,-1.819855,-0.890757,-0.519784,-0.070431,-0.68348,1.729914,-0.282708,0.931968,0.218006,-0.044207,0.03288,0.937072,-0.491065,-2.172473,-0.824913,-0.408289,-0.460401,1.368622,-0.281108,0.809193,0.61676,0.818183,-0.998123,1.199217,1.560848,1.642038,-1.812385,1.591998,0.41409,-0.75315,-1.017575,-0.700688,-0.124959,-0.107403,2.049832,0.465471,0
2.982135,-5.174058,-0.937264,0.89908,-2.788334,-3.31155,-0.024113,-0.414397,1.536936,0.153755,-1.715791,0.046674,0.784711,0.922323,0.732763,-0.587352,-2.434326,1.569949,-1.396839,0.887602,0.35559,0.49382,-1.618761,-0.227075,-0.801287,0.10856,-1.286123,0.116932,-0.241528,-1.546183,-0.544225,1.754393,-1.816446,2.96169,-0.466622,-0.547895,0.014087,1.610058,-1.669473,2.600017,0
-1.443057,-3.040584,-1.870318,0.824824,2.156357,0.183897,2.463161,-0.93037,0.088732,0.028152,1.161474,-0.921956,-0.61696,1.8495,-1.083319,-0.927136,0.822685,-0.662454,0.332438,0.175448,0.452311,-1.388843,1.321545,-0.891119,1.723315,0.765057,0.844979,0.076384,0.341961,2.319205,0.27063,1.092202,-1.231742,-0.084477,1.769794,2.470429,0.644958,-0.637194,-0.825468,-0.335304,1
